customer_id,name,email,phone,gender,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
3116-BBBB0330,John White,john.white@example.com,+1-555-521-5035,Male,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,107.24,121.18,1
1559-AAAA0331,John Doe,john.doe@example.com,+1-555-179-5383,Male,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,104.9,7454.94,1
6441-AAAA0332,Ethan Hall,ethan.hall@example.com,+1-555-946-7312,Female,No,No,50,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.03,4803.04,1
3617-CCCC0333,Alice Miller,alice.miller@example.com,+1-555-178-5358,Male,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.12,2137.56,0
1589-CCCC0334,Fiona Taylor,fiona.taylor@example.com,+1-555-811-7866,Female,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,121.45,4265.31,1
7347-BBBB0335,John Clark,john.clark@example.com,+1-555-629-5880,Female,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,121.54,972.18,1
8904-CCCC0336,Julia Johnson,julia.johnson@example.com,+1-555-309-5050,Male,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer,88.93,2137.2,1
8432-AAAA0337,Ian Doe,ian.doe@example.com,+1-555-216-4148,Male,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17.95,668.46,0
5483-DDDD0338,Diana Taylor,diana.taylor@example.com,+1-555-414-7154,Female,No,Yes,50,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.14,3930.39,0
5996-DDDD0339,Ethan Doe,ethan.doe@example.com,+1-555-992-6126,Female,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,115.35,4965.42,1
5407-DDDD0340,Diana Hall,diana.hall@example.com,+1-555-648-1199,Male,No,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,101.13,2732.6,1
4883-DDDD0341,Charlie Miller,charlie.miller@example.com,+1-555-429-5068,Female,Yes,Yes,32,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.28,2390.08,1
4724-DDDD0342,Charlie Wilson,charlie.wilson@example.com,+1-555-189-1590,Male,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.47,1515.43,1
1202-CCCC0343,Charlie Wilson,charlie.wilson@example.com,+1-555-154-7031,Female,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,108.57,3034.98,1
9301-BBBB0344,John White,john.white@example.com,+1-555-320-9283,Male,Yes,No,29,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,64.54,1870.41,1
1768-AAAA0345,Diana White,diana.white@example.com,+1-555-685-9131,Male,No,No,16,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,92.33,1456.91,1
1138-AAAA0346,John Doe,john.doe@example.com,+1-555-160-1589,Male,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,106.5,5052.75,0
8356-AAAA0347,Ethan Brown,ethan.brown@example.com,+1-555-335-4638,Female,No,No,59,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,88.27,5199.94,0
4927-DDDD0348,Hannah Smith,hannah.smith@example.com,+1-555-342-1785,Female,No,No,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.85,2422.7,0
3525-CCCC0349,Charlie Brown,charlie.brown@example.com,+1-555-173-5045,Male,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,21.22,84.54,0
7956-BBBB0350,Diana Wilson,diana.wilson@example.com,+1-555-812-2177,Female,No,No,37,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,72.03,2678.87,0
6443-DDDD0351,Ian Johnson,ian.johnson@example.com,+1-555-353-3965,Male,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,94.23,1594.23,0
1198-DDDD0352,Diana Doe,diana.doe@example.com,+1-555-794-9493,Male,Yes,No,39,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,88.39,3451.55,0
6984-AAAA0353,Julia Clark,julia.clark@example.com,+1-555-396-8658,Female,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card,104.45,4996.6,1
2369-CCCC0354,Bob Clark,bob.clark@example.com,+1-555-872-6163,Female,No,No,46,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card,72.88,3376.76,0
4571-CCCC0355,George Wilson,george.wilson@example.com,+1-555-243-9187,Male,Yes,Yes,48,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,79.57,3832.59,1
1488-AAAA0356,Jane Miller,jane.miller@example.com,+1-555-518-1061,Female,No,No,39,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,79.31,3064.76,1
3180-AAAA0357,Bob Davis,bob.davis@example.com,+1-555-957-9729,Female,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,92.97,372.16,1
4328-CCCC0358,Julia Davis,julia.davis@example.com,+1-555-416-6554,Male,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,132.78,3955.59,1
1655-CCCC0359,John Davis,john.davis@example.com,+1-555-936-6015,Male,Yes,Yes,30,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,81.19,2419.71,0
1235-DDDD0360,Hannah Wilson,hannah.wilson@example.com,+1-555-641-4652,Female,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,37.85,851.12,0
1988-CCCC0361,John Johnson,john.johnson@example.com,+1-555-331-2711,Male,No,No,66,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,86.63,5667.86,1
6629-AAAA0362,Charlie Johnson,charlie.johnson@example.com,+1-555-889-1580,Male,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card,84.48,1034.67,1
3486-BBBB0363,Alice Smith,alice.smith@example.com,+1-555-451-3302,Female,No,No,36,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,67.24,2428.22,0
4986-CCCC0364,Fiona White,fiona.white@example.com,+1-555-149-6373,Male,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,115.51,2077.58,0
2823-CCCC0365,Charlie Smith,charlie.smith@example.com,+1-555-493-2882,Male,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,108.19,5751.63,0
6828-CCCC0366,John White,john.white@example.com,+1-555-349-2260,Female,No,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,115.07,8224.03,0
6336-AAAA0367,John White,john.white@example.com,+1-555-331-5729,Female,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,91.54,91.54,1
1610-DDDD0368,Alice Johnson,alice.johnson@example.com,+1-555-341-4536,Male,Yes,No,58,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.0,4847.87,0
4868-BBBB0369,Bob Taylor,bob.taylor@example.com,+1-555-520-6119,Male,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,91.51,568.39,1
5435-CCCC0370,Diana Miller,diana.miller@example.com,+1-555-378-5314,Female,No,No,70,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,69.75,4868.4,1
3163-CCCC0371,Hannah White,hannah.white@example.com,+1-555-796-1306,Female,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,124.93,5507.42,0
2749-BBBB0372,John White,john.white@example.com,+1-555-413-4474,Female,No,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card,97.07,6966.8,0
6172-AAAA0373,Bob Wilson,bob.wilson@example.com,+1-555-828-8655,Female,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,85.81,2049.59,1
1341-CCCC0374,Diana White,diana.white@example.com,+1-555-892-2402,Male,No,No,19,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.54,1773.16,1
5683-CCCC0375,Jane Hall,jane.hall@example.com,+1-555-380-9226,Female,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.23,607.17,1
4831-DDDD0376,Jane Wilson,jane.wilson@example.com,+1-555-169-9551,Female,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,121.08,3640.03,1
7105-BBBB0377,Julia White,julia.white@example.com,+1-555-789-7030,Male,No,No,42,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card,96.82,4075.84,0
7068-BBBB0378,Charlie Wilson,charlie.wilson@example.com,+1-555-507-6680,Female,Yes,No,33,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card,73.65,2439.63,0
3439-BBBB0379,Ian Davis,ian.davis@example.com,+1-555-679-6503,Male,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,96.5,1170.72,1
8906-DDDD0380,Fiona Brown,fiona.brown@example.com,+1-555-180-8605,Female,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,108.57,2933.76,0
8857-BBBB0381,Hannah Wilson,hannah.wilson@example.com,+1-555-349-3092,Female,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card,98.72,3863.65,0
6429-DDDD0382,John Brown,john.brown@example.com,+1-555-458-1136,Female,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,65.24,608.62,0
9059-BBBB0383,Julia Taylor,julia.taylor@example.com,+1-555-922-2484,Male,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,32.77,693.1,0
8826-AAAA0384,Hannah Thomas,hannah.thomas@example.com,+1-555-466-4376,Male,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card,87.16,2518.95,0
9845-DDDD0385,Ethan Thomas,ethan.thomas@example.com,+1-555-328-7326,Female,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.34,1262.31,0
1461-BBBB0386,Diana Brown,diana.brown@example.com,+1-555-566-5933,Male,No,No,62,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,65.03,4015.14,1
2667-CCCC0387,Alice Hall,alice.hall@example.com,+1-555-303-1974,Male,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.43,848.48,0
4321-DDDD0388,Diana Clark,diana.clark@example.com,+1-555-722-6187,Male,Yes,No,2,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,103.24,174.37,0
5369-BBBB0389,Julia Taylor,julia.taylor@example.com,+1-555-968-8472,Male,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.61,4188.53,1
9273-DDDD0390,Julia Johnson,julia.johnson@example.com,+1-555-703-2799,Male,No,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,89.87,3965.66,1
5126-BBBB0391,Bob Doe,bob.doe@example.com,+1-555-854-2015,Male,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.23,1612.02,0
7185-BBBB0392,George Wilson,george.wilson@example.com,+1-555-194-9876,Female,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.98,511.68,0
1250-BBBB0393,Julia Clark,julia.clark@example.com,+1-555-896-9560,Female,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,95.49,240.88,1
2620-DDDD0394,Alice Davis,alice.davis@example.com,+1-555-378-7047,Male,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,93.53,649.02,0
9457-CCCC0395,Fiona Hall,fiona.hall@example.com,+1-555-505-7589,Female,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.79,4311.1,0
1021-CCCC0396,John Taylor,john.taylor@example.com,+1-555-422-7216,Female,No,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card,90.19,3444.76,0
3123-CCCC0397,Charlie Thomas,charlie.thomas@example.com,+1-555-617-2344,Female,Yes,Yes,37,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,99.4,3646.77,1
4852-DDDD0398,Alice Doe,alice.doe@example.com,+1-555-121-9370,Female,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,76.42,4442.93,0
8008-CCCC0399,John Brown,john.brown@example.com,+1-555-807-8539,Male,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.64,820.08,0
9431-CCCC0400,Julia Hall,julia.hall@example.com,+1-555-796-2479,Female,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.1,5875.64,1
4007-DDDD0401,Hannah Doe,hannah.doe@example.com,+1-555-666-6348,Female,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,31.25,319.68,1
1156-CCCC0402,Charlie Thomas,charlie.thomas@example.com,+1-555-630-3472,Male,Yes,No,68,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.67,5235.07,1
8598-BBBB0403,Ian Clark,ian.clark@example.com,+1-555-315-2488,Male,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,114.29,7747.66,0
3019-BBBB0404,Julia Doe,julia.doe@example.com,+1-555-771-2933,Female,Yes,No,22,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card,84.62,1884.48,0
8923-CCCC0405,John Clark,john.clark@example.com,+1-555-372-6727,Female,Yes,No,66,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,92.29,6095.19,1
6047-AAAA0406,Hannah Thomas,hannah.thomas@example.com,+1-555-129-6752,Female,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.58,1775.15,1
3414-DDDD0407,Hannah Clark,hannah.clark@example.com,+1-555-978-8090,Female,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.31,124.81,0
3155-CCCC0408,George Doe,george.doe@example.com,+1-555-965-4261,Female,Yes,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,94.13,3991.55,0
4757-AAAA0409,Hannah Brown,hannah.brown@example.com,+1-555-251-7846,Female,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.88,560.23,0
7243-AAAA0410,Alice Smith,alice.smith@example.com,+1-555-753-6568,Male,Yes,No,57,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card,77.04,4379.6,0
9862-DDDD0411,Fiona Doe,fiona.doe@example.com,+1-555-185-5768,Female,Yes,Yes,55,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,72.18,3998.92,0
9423-CCCC0412,Ian Davis,ian.davis@example.com,+1-555-975-5213,Female,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer,89.34,1462.01,1
6971-BBBB0413,Julia Smith,julia.smith@example.com,+1-555-722-6177,Male,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.59,523.46,0
2602-DDDD0414,Diana Brown,diana.brown@example.com,+1-555-117-9046,Male,No,No,39,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,82.74,3250.54,0
2310-DDDD0415,Alice Smith,alice.smith@example.com,+1-555-970-7601,Male,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.14,691.67,0
7246-CCCC0416,Hannah Hall,hannah.hall@example.com,+1-555-805-3689,Male,No,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,122.77,6306.21,0
4778-CCCC0417,Julia Smith,julia.smith@example.com,+1-555-311-5581,Female,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.9,1536.87,1
1377-DDDD0418,Ian Wilson,ian.wilson@example.com,+1-555-895-8287,Female,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,112.98,998.54,1
9905-DDDD0419,Diana Johnson,diana.johnson@example.com,+1-555-990-2967,Female,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,114.43,6663.19,0
9929-AAAA0420,Julia Thomas,julia.thomas@example.com,+1-555-328-6080,Female,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,123.62,5557.11,0
2863-AAAA0421,Jane Clark,jane.clark@example.com,+1-555-442-4128,Female,Yes,Yes,22,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.7,2176.84,1
1491-BBBB0422,Alice Thomas,alice.thomas@example.com,+1-555-315-6822,Female,Yes,No,32,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.77,2799.32,1
8501-DDDD0423,Fiona Hall,fiona.hall@example.com,+1-555-854-9219,Male,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.11,2780.78,1
8410-DDDD0424,Ethan Thomas,ethan.thomas@example.com,+1-555-637-2344,Female,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.2,1931.94,1
1945-AAAA0425,Ethan Taylor,ethan.taylor@example.com,+1-555-941-5668,Male,Yes,No,42,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.6,2459.69,1
9893-CCCC0426,Julia Clark,julia.clark@example.com,+1-555-796-8680,Male,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.99,4001.86,1
3484-DDDD0427,Alice Smith,alice.smith@example.com,+1-555-854-4103,Female,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,81.15,4786.89,0
8628-AAAA0428,John Miller,john.miller@example.com,+1-555-846-6530,Male,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,99.78,3873.86,0
8817-BBBB0429,Bob Wilson,bob.wilson@example.com,+1-555-496-4088,Female,Yes,No,15,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.96,1285.85,1
4033-DDDD0430,Hannah Clark,hannah.clark@example.com,+1-555-700-6171,Male,No,No,71,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,88.73,6293.42,0
1389-CCCC0431,Hannah Smith,hannah.smith@example.com,+1-555-469-9355,Female,No,No,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,115.6,3328.45,1
4347-DDDD0432,Diana Wilson,diana.wilson@example.com,+1-555-402-7593,Male,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,114.26,356.62,1
2620-BBBB0433,John Doe,john.doe@example.com,+1-555-643-1350,Female,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,72.71,702.94,0
9240-DDDD0434,George White,george.white@example.com,+1-555-478-1200,Female,No,No,29,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,89.79,2621.45,0
7153-CCCC0435,Diana Hall,diana.hall@example.com,+1-555-206-3552,Female,No,No,35,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer,69.15,2409.09,1
9452-DDDD0436,Bob Wilson,bob.wilson@example.com,+1-555-483-2051,Female,No,No,6,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.48,476.13,1
2927-BBBB0437,Charlie Johnson,charlie.johnson@example.com,+1-555-436-9478,Female,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,105.4,1261.01,0
3832-CCCC0438,Bob Doe,bob.doe@example.com,+1-555-730-8510,Male,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,38.07,1441.58,0
5116-DDDD0439,Diana Johnson,diana.johnson@example.com,+1-555-130-4558,Male,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,66.07,1256.57,0
4866-CCCC0440,Ethan Brown,ethan.brown@example.com,+1-555-718-9298,Male,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card,111.83,7479.35,0
3345-DDDD0441,Fiona Hall,fiona.hall@example.com,+1-555-605-4513,Female,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,96.68,751.6,0
9450-BBBB0442,John White,john.white@example.com,+1-555-216-7222,Male,No,No,8,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,72.14,577.9,0
2063-DDDD0443,Alice Johnson,alice.johnson@example.com,+1-555-840-8653,Female,No,No,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,109.49,5138.08,0
3566-CCCC0444,Charlie Clark,charlie.clark@example.com,+1-555-122-1360,Female,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,91.08,338.74,0
2930-AAAA0445,John Johnson,john.johnson@example.com,+1-555-799-2450,Male,Yes,No,51,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,94.93,4853.72,0
4582-DDDD0446,Bob Doe,bob.doe@example.com,+1-555-316-6785,Male,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,35.16,2355.39,0
9066-AAAA0447,Julia Miller,julia.miller@example.com,+1-555-806-1627,Female,Yes,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer,84.88,3797.87,0
1479-BBBB0448,Hannah Brown,hannah.brown@example.com,+1-555-295-1566,Male,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,28.16,220.53,0
4046-CCCC0449,John Johnson,john.johnson@example.com,+1-555-786-3020,Female,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,36.24,576.95,0
2488-AAAA0450,Ethan Johnson,ethan.johnson@example.com,+1-555-558-3506,Female,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,105.98,7080.04,1
9152-AAAA0451,Diana Hall,diana.hall@example.com,+1-555-583-5409,Female,No,No,9,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,98.94,953.71,1
3092-AAAA0452,Diana Smith,diana.smith@example.com,+1-555-974-9920,Female,No,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,102.97,6178.04,0
1829-CCCC0453,Jane Clark,jane.clark@example.com,+1-555-356-1473,Female,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,106.26,7540.06,0
8655-AAAA0454,Ian Thomas,ian.thomas@example.com,+1-555-784-1605,Male,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,28.44,475.34,1
9335-CCCC0455,Ian Miller,ian.miller@example.com,+1-555-598-6683,Male,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,112.81,8018.64,0
3804-CCCC0456,Jane Doe,jane.doe@example.com,+1-555-630-8404,Female,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.03,3551.4,1
8990-AAAA0457,Bob Thomas,bob.thomas@example.com,+1-555-782-5370,Female,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.7,831.29,0
9975-AAAA0458,Fiona Miller,fiona.miller@example.com,+1-555-906-4743,Male,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,24.44,587.84,0
5273-BBBB0459,Fiona Brown,fiona.brown@example.com,+1-555-851-6678,Male,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,104.14,4565.05,1
7461-CCCC0460,Ian Johnson,ian.johnson@example.com,+1-555-496-7097,Female,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,37.76,51.14,0
3198-CCCC0461,Ethan Wilson,ethan.wilson@example.com,+1-555-775-5053,Male,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,93.85,975.47,1
